dataset,doc_id,raw_text,clean_text,sentiment_label,sentiment_confidence,sentiment_score,sentiment_source,prob_negative,prob_sarcastic_negative,prob_neutral,prob_positive,sentiment_probabilities_json
3 After Forming Government,1527,"আজ প্রথম রমজান সাবেক প্রধানমন্ত্রী খালেদা জিয়া এ দিনে এতিমদের সঙ্গে ইফতার করতেন, আজকের প্রধানমন্ত্রী ও প্রথম রোজা এতিমদের সঙ্গে ইফতার করা প্রয়োজন।",আজ প্রথম রমজান সাবেক প্রধানমন্ত্রী খালেদা জিয়া এ দিনে এতিমদের সঙ্গে ইফতার করতেন আজকের প্রধানমন্ত্রী ও প্রথম রোজা এতিমদের সঙ্গে ইফতার করা প্রয়োজন,positive,0.5907594300201638,1.0,model_autofill,0.0,0.0,0.0,1.0,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 1.0, ""sarcastic_negative"": 0.0}"
3 After Forming Government,1528,এমন কিছু বলেন কিংবা করেন আমাদের অভিযোগ গুলো যাতে শুনতে পারেন! এবং সেই সকল সমস্যা গুলো নিয়ে যেন কাজ করতে পারেন,এমন কিছু বলেন কিংবা করেন আমাদের অভিযোগ গুলো যাতে শুনতে পারেন এবং সেই সকল সমস্যা গুলো নিয়ে যেন কাজ করতে পারেন,sarcastic_negative,0.3627809229627654,-1.0,auto_second_pass_kept,0.0,1.0,0.0,0.0,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
3 After Forming Government,1529,গাজীপুর জেলা মিলন ভাইকে মন্ত্রী হিসেবে দেখতে চাই,গাজীপুর জেলা মিলন ভাইকে মন্ত্রী হিসেবে দেখতে চাই,negative,0.3224429659389815,-1.0,auto_second_pass_kept,1.0,0.0,0.0,0.0,"{""negative"": 1.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
3 After Forming Government,1530,মাশাল্লাহ,মাশাল্লাহ,negative,0.349636455690206,-1.0,auto_second_pass_kept,1.0,0.0,0.0,0.0,"{""negative"": 1.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
3 After Forming Government,1531,ফি আমানিল্লাহ,ফি আমানিল্লাহ,negative,0.7962736090424751,-1.0,model_autofill,1.0,0.0,0.0,0.0,"{""negative"": 1.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
3 After Forming Government,1532,"Congratulations Best Wishes, Go ahead Honorable Prime Minister of Bangladesh",congratulations best wishes go ahead honorable prime minister of bangladesh,sarcastic_negative,0.4308043952042198,-1.0,model_autofill,0.0,1.0,0.0,0.0,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
3 After Forming Government,1533,আজ দেশে কয়টা গাছ লাগানো হয়েছে,আজ দেশে কয়টা গাছ লাগানো হয়েছে,sarcastic_negative,0.5127690914022803,-1.0,model_autofill,0.0,1.0,0.0,0.0,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
3 After Forming Government,1534,ইনশাআল্লাহ,ইনশাআল্লাহ,positive,0.8740653254622512,1.0,model_autofill,0.0,0.0,0.0,1.0,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 1.0, ""sarcastic_negative"": 0.0}"
3 After Forming Government,1535,ছোট থেকে প্রধানমন্ত্রীর নামটা শুনলে শুধু শেখ হাসিনার কথাই মনে আসে,ছোট থেকে প্রধানমন্ত্রীর নামটা শুনলে শুধু শেখ হাসিনার কথাই মনে আসে,positive,0.4692159338237745,1.0,model_autofill,0.0,0.0,0.0,1.0,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 1.0, ""sarcastic_negative"": 0.0}"
3 After Forming Government,1536,https://www.facebook.com/profile.php?id=61588490545821,,neutral,0.8687958259474239,0.0,model_autofill,0.0,0.0,1.0,0.0,"{""negative"": 0.0, ""neutral"": 1.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
3 After Forming Government,1537,রিয়েল আইডি।https://www.facebook.com/share/1DQCDit7bZ/,রিয়েল আইডি,neutral,0.8786619100927051,0.0,model_autofill,0.0,0.0,1.0,0.0,"{""negative"": 0.0, ""neutral"": 1.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
3 After Forming Government,1538,দ্রব্যমূল্য নিয়ন্ত্রণের জন্য জোর দাবি করছি।,দ্রব্যমূল্য নিয়ন্ত্রণের জন্য জোর দাবি করছি,negative,0.3850218637945588,-1.0,auto_second_pass_kept,1.0,0.0,0.0,0.0,"{""negative"": 1.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
3 After Forming Government,1539,সবাই দোয়া করবেন,সবাই দোয়া করবেন,positive,0.3945785591075763,1.0,auto_second_pass_kept,0.0,0.0,0.0,1.0,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 1.0, ""sarcastic_negative"": 0.0}"
3 After Forming Government,1540,Md Minhajul Islam yes,md minhajul islam yes,sarcastic_negative,0.3859901350903448,-1.0,auto_second_pass_kept,0.0,1.0,0.0,0.0,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
3 After Forming Government,1541,Sobar ahge Bangladesh,sobar ahge bangladesh,sarcastic_negative,0.5282434475773217,-1.0,model_autofill,0.0,1.0,0.0,0.0,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
3 After Forming Government,1542,"আমরা প্রবাসীদের পক্ষ থেকে অভিনন্দন জানাই, আমাদের প্রবাসীদের পক্ষ থেকে অনুরোধ জানাই সিলেট ওসমানী বিমানবন্দরকে পূর্ণ আন্তর্জাতিক ও বিদেশী বিমান ওঠা নামার অনুমতি চাই কারন বাংলাদেশ বিমান সিলেটের মানুষকে জিম্মি করে রেখেছে ,, ধন্যবাদ",আমরা প্রবাসীদের পক্ষ থেকে অভিনন্দন জানাই আমাদের প্রবাসীদের পক্ষ থেকে অনুরোধ জানাই সিলেট ওসমানী বিমানবন্দরকে পূর্ণ আন্তর্জাতিক ও বিদেশী বিমান ওঠা নামার অনুমতি চাই কারন বাংলাদেশ বিমান সিলেটের মানুষকে জিম্মি করে রেখেছে ধন্যবাদ,positive,0.5112317945464576,1.0,model_autofill,0.0,0.0,0.0,1.0,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 1.0, ""sarcastic_negative"": 0.0}"
3 After Forming Government,1543,Thanks,thanks,sarcastic_negative,0.5435241426596991,-1.0,model_autofill,0.0,1.0,0.0,0.0,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
3 After Forming Government,1544,আইন শৃঙ্খলা বাহিনীর পরিবার আছে আমরাও জনগন। আপনাদের অন্যায় আবদার ও স্বার্থ চরিতার্থ করতে আমরা আমাদের ভাইদের রক্ত ঝরাতে চাই না,আইন শৃঙ্খলা বাহিনীর পরিবার আছে আমরাও জনগন আপনাদের অন্যায় আবদার ও স্বার্থ চরিতার্থ করতে আমরা আমাদের ভাইদের রক্ত ঝরাতে চাই না,negative,0.8431516826426338,-1.0,model_autofill,1.0,0.0,0.0,0.0,"{""negative"": 1.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
3 After Forming Government,1545,রাজনৈতিক সমস্যা টেবিলে শেষ করুন। আমাদের ব্যবহার থেকে বিরত থাকুন।,রাজনৈতিক সমস্যা টেবিলে শেষ করুন আমাদের ব্যবহার থেকে বিরত থাকুন,negative,0.4872319147408324,-1.0,model_autofill,1.0,0.0,0.0,0.0,"{""negative"": 1.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
3 After Forming Government,1546,"মাননীয়, প্রধানমন্ত্রী নিরীহ বিডিআর সদস্যদের সম্পূন সুযোগ সুবিধা সহ চাকরিতে পূর্ণবহাল চাই। ১৭ বছর বিনা অপরাধের অপবাদ নিয়ে জীবন জৈবন নি:শেষ করেছি। ধন্নবাদ আপনাকে",মাননীয় প্রধানমন্ত্রী নিরীহ বিডিআর সদস্যদের সম্পূন সুযোগ সুবিধা সহ চাকরিতে পূর্ণবহাল চাই বছর বিনা অপরাধের অপবাদ নিয়ে জীবন জৈবন নি শেষ করেছি ধন্নবাদ আপনাকে,sarcastic_negative,0.5732227471034853,-1.0,model_autofill,0.0,1.0,0.0,0.0,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
3 After Forming Government,1547,তবে জানি না এটা প্রধানমন্ত্রী পড়তে পারবেন না অন্য কেউ পড়ে শোনাবেন আমাদের গাজীপুর কাপাসিয়া ধানের শীতের যত ভোর্ট পাইছে তার চাইতে বেশি নেতা ছিল তাহলে নেতার বাড়্ঁ,তবে জানি না এটা প্রধানমন্ত্রী পড়তে পারবেন না অন্য কেউ পড়ে শোনাবেন আমাদের গাজীপুর কাপাসিয়া ধানের শীতের যত ভোর্ট পাইছে তার চাইতে বেশি নেতা ছিল তাহলে নেতার বাড়্ঁ,negative,0.5737681331326999,-1.0,model_autofill,1.0,0.0,0.0,0.0,"{""negative"": 1.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
3 After Forming Government,1548,্্্্্ৃমভোট গেল কই কারণ হলো এই থানায় কোন কলকারখানাই কাজ নাই,্্্্্ৃমভোট গেল কই কারণ হলো এই থানায় কোন কলকারখানাই কাজ নাই,negative,0.6571015440217719,-1.0,model_autofill,1.0,0.0,0.0,0.0,"{""negative"": 1.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
3 After Forming Government,1549,Jajakhalla,jajakhalla,sarcastic_negative,0.390234677190373,-1.0,auto_second_pass_kept,0.0,1.0,0.0,0.0,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
3 After Forming Government,1550,Right,right,sarcastic_negative,0.4093940743400722,-1.0,model_autofill,0.0,1.0,0.0,0.0,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
3 After Forming Government,1551,ভারতের সাথে মিল আছে,ভারতের সাথে মিল আছে,negative,0.69992645891062,-1.0,model_autofill,1.0,0.0,0.0,0.0,"{""negative"": 1.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
3 After Forming Government,1552,ভাই কি দরকার এসব শান্তি তে দেশ গড়ো। পারলে সাহায্য করেন।,ভাই কি দরকার এসব শান্তি তে দেশ গড়ো পারলে সাহায্য করেন,positive,0.3989631393263149,1.0,model_autofill,0.0,0.0,0.0,1.0,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 1.0, ""sarcastic_negative"": 0.0}"
3 After Forming Government,1553,"ইনশাআল্লাহ,,",ইনশাআল্লাহ,positive,0.855405123774425,1.0,model_autofill,0.0,0.0,0.0,1.0,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 1.0, ""sarcastic_negative"": 0.0}"
3 After Forming Government,1554,"মাননীয় পররাষ্ট্রমন্ত্রী মহোদয় সমীপেষু,",মাননীয় পররাষ্ট্রমন্ত্রী মহোদয় সমীপেষু,sarcastic_negative,0.3100287172639235,-1.0,auto_second_pass_kept,0.0,1.0,0.0,0.0,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
3 After Forming Government,1555,​বিষয়: আইনের শাসন প্রতিষ্ঠা ও সন্ত্রাসমুক্ত বাংলাদেশ গড়ার আহ্বান।,বিষয় আইনের শাসন প্রতিষ্ঠা ও সন্ত্রাসমুক্ত বাংলাদেশ গড়ার আহ্বান,positive,0.3789299673829747,1.0,auto_second_pass_kept,0.0,0.0,0.0,1.0,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 1.0, ""sarcastic_negative"": 0.0}"
3 After Forming Government,1556,"​শ্রদ্ধেয় মহোদয়,",শ্রদ্ধেয় মহোদয়,sarcastic_negative,0.3736666073661892,-1.0,auto_second_pass_kept,0.0,1.0,0.0,0.0,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
3 After Forming Government,1557,বিগত ২৪-এর গণঅভ্যুত্থানের পর আমরা একটি বৈষম্যহীন ও নিরাপদ বাংলাদেশের স্বপ্ন দেখছি। এই স্বপ্ন বাস্তবায়নে আপনার বলিষ্ঠ ভূমিকা আমাদের আশাবাদী করে। এই প্রেক্ষাপটে জননিরাপত্তা রক্ষায় আমি নিম্নোক্ত বিষয়গুলো আপনার সদয় নজরে আনতে চাই:,বিগত এর গণঅভ্যুত্থানের পর আমরা একটি বৈষম্যহীন ও নিরাপদ বাংলাদেশের স্বপ্ন দেখছি এই স্বপ্ন বাস্তবায়নে আপনার বলিষ্ঠ ভূমিকা আমাদের আশাবাদী করে এই প্রেক্ষাপটে জননিরাপত্তা রক্ষায় আমি নিম্নোক্ত বিষয়গুলো আপনার সদয় নজরে আনতে চাই,negative,0.8148500130126675,-1.0,model_autofill,1.0,0.0,0.0,0.0,"{""negative"": 1.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
3 After Forming Government,1558,"​সন্ত্রাস দমনে জিরো টলারেন্স: অতীতের উদাহরণ টেনে বলতে চাই, সাবেক প্রধানমন্ত্রী খালেদা জিয়ার শাসনামলে সন্ত্রাস দমনে কঠোর পদক্ষেপ নেওয়া হয়েছিল। বর্তমান সময়েও প্রত্যাশা করি, দলমত নির্বিশেষে যেকোনো সন্ত্রাসী, চাঁদাবাজ বা বিশৃঙ্খলাকারীকে শুরুতেই আইনের আওতায় আনা হবে। অপরাধীর কোনো রাজনৈতিক পরিচয় থাকা উচিত নয়।",সন্ত্রাস দমনে জিরো টলারেন্স অতীতের উদাহরণ টেনে বলতে চাই সাবেক প্রধানমন্ত্রী খালেদা জিয়ার শাসনামলে সন্ত্রাস দমনে কঠোর পদক্ষেপ নেওয়া হয়েছিল বর্তমান সময়েও প্রত্যাশা করি দলমত নির্বিশেষে যেকোনো সন্ত্রাসী চাঁদাবাজ বা বিশৃঙ্খলাকারীকে শুরুতেই আইনের আওতায় আনা হবে অপরাধীর কোনো রাজনৈতিক পরিচয় থাকা উচিত নয়,positive,0.3685151209904029,1.0,auto_second_pass_kept,0.0,0.0,0.0,1.0,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 1.0, ""sarcastic_negative"": 0.0}"
3 After Forming Government,1559,​চাঁদাবাজি ও হয়রানি বন্ধ: নির্বাচনের সময় বা সাধারণ কেনাকাটায় সাধারণ মানুষ প্রায়ই চাঁদাবাজির শিকার হয়। এই সংস্কৃতি বন্ধে প্রশাসনের জিরো টলারেন্স নীতি জরুরি।,চাঁদাবাজি ও হয়রানি বন্ধ নির্বাচনের সময় বা সাধারণ কেনাকাটায় সাধারণ মানুষ প্রায়ই চাঁদাবাজির শিকার হয় এই সংস্কৃতি বন্ধে প্রশাসনের জিরো টলারেন্স নীতি জরুরি,sarcastic_negative,0.5478122568129882,-1.0,model_autofill,0.0,1.0,0.0,0.0,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
3 After Forming Government,1560,"​মব জাস্টিসের বিচার: ২৪-এর গণঅভ্যুত্থান পরবর্তী সময়ে যারা আইন নিজের হাতে তুলে নিয়েছে বা 'মব' তৈরি করে অরাজকতা সৃষ্টি করেছে, তাদের প্রতিটি ঘটনার সুষ্ঠু তদন্ত ও বিচার হতে হবে।",মব জাস্টিসের বিচার এর গণঅভ্যুত্থান পরবর্তী সময়ে যারা আইন নিজের হাতে তুলে নিয়েছে বা মব তৈরি করে অরাজকতা সৃষ্টি করেছে তাদের প্রতিটি ঘটনার সুষ্ঠু তদন্ত ও বিচার হতে হবে,neutral,0.3858346447655781,0.0,auto_second_pass_kept,0.0,0.0,1.0,0.0,"{""negative"": 0.0, ""neutral"": 1.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
3 After Forming Government,1561,"​আইনের শাসন প্রতিষ্ঠিত হলেই মানুষ এই স্বাধীনতার সুফল ভোগ করতে পারবে। আশা করি, আপনার নেতৃত্বে সরকার সাধারণ মানুষের নিরাপত্তা নিশ্চিত করতে এবং একটি জবাবদিহিমূলক রাষ্ট্র গঠনে কঠোর অবস্থান নেবে।",আইনের শাসন প্রতিষ্ঠিত হলেই মানুষ এই স্বাধীনতার সুফল ভোগ করতে পারবে আশা করি আপনার নেতৃত্বে সরকার সাধারণ মানুষের নিরাপত্তা নিশ্চিত করতে এবং একটি জবাবদিহিমূলক রাষ্ট্র গঠনে কঠোর অবস্থান নেবে,negative,0.438882318521046,-1.0,model_autofill,1.0,0.0,0.0,0.0,"{""negative"": 1.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
3 After Forming Government,1562,"​বিনীত,",বিনীত,sarcastic_negative,0.3558112103183989,-1.0,auto_second_pass_kept,0.0,1.0,0.0,0.0,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
3 After Forming Government,1563,আনোয়ার আলমগির,আনোয়ার আলমগির,negative,0.3910283686117378,-1.0,auto_second_pass_kept,1.0,0.0,0.0,0.0,"{""negative"": 1.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
3 After Forming Government,1564,একজন সচেতন নাগরিক।,একজন সচেতন নাগরিক,sarcastic_negative,0.3099079078135516,-1.0,auto_second_pass_kept,0.0,1.0,0.0,0.0,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
3 After Forming Government,1565,আই সি টি কে আধুনিকায়ন করেছে আমাদের জয়,আই সি টি কে আধুনিকায়ন করেছে আমাদের জয়,positive,0.4323702872959726,1.0,model_autofill,0.0,0.0,0.0,1.0,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 1.0, ""sarcastic_negative"": 0.0}"
3 After Forming Government,1566,তারি ধারাবাহিকতায় সেই সুফল গ্রহন করছে বাঙালিরা এটা ভাল দিক,তারি ধারাবাহিকতায় সেই সুফল গ্রহন করছে বাঙালিরা এটা ভাল দিক,negative,0.638804464546398,-1.0,model_autofill,1.0,0.0,0.0,0.0,"{""negative"": 1.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
3 After Forming Government,1567,"বৃক্ষ রোপণ অভিযানে ২০ কোটি খেজুর গাছ লাগান হোক, মানুষ বিশুদ্ধ খেজুর গুড় খেতে পারবে।সাংবাদিক ভাইদের খেজুর গাছ লাগানোর আন্দোলন সৃষ্টির জন্য মিডিয়া জনমত সৃষ্টির অনুরোধ জানাচ্ছি",বৃক্ষ রোপণ অভিযানে কোটি খেজুর গাছ লাগান হোক মানুষ বিশুদ্ধ খেজুর গুড় খেতে পারবে সাংবাদিক ভাইদের খেজুর গাছ লাগানোর আন্দোলন সৃষ্টির জন্য মিডিয়া জনমত সৃষ্টির অনুরোধ জানাচ্ছি,negative,0.4150948674635677,-1.0,model_autofill,1.0,0.0,0.0,0.0,"{""negative"": 1.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
3 After Forming Government,1568,কপিকুর ও একটা খুলবে।,কপিকুর ও একটা খুলবে,sarcastic_negative,0.4778432839084052,-1.0,model_autofill,0.0,1.0,0.0,0.0,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
3 After Forming Government,1569,সবাই কি ৫০ কোটি গাছ রোপণের কথা ভুলে গেছো?,সবাই কি কোটি গাছ রোপণের কথা ভুলে গেছো,positive,0.702513363212734,1.0,model_autofill,0.0,0.0,0.0,1.0,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 1.0, ""sarcastic_negative"": 0.0}"
3 After Forming Government,1570,ধন্যবাদ,ধন্যবাদ,positive,0.7331706743843098,1.0,model_autofill,0.0,0.0,0.0,1.0,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 1.0, ""sarcastic_negative"": 0.0}"
3 After Forming Government,1571,লিংক কই,লিংক কই,negative,0.3531316624600794,-1.0,auto_second_pass_kept,1.0,0.0,0.0,0.0,"{""negative"": 1.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
3 After Forming Government,1572,মাননীয় প্রধানমন্ত্রী এদেশের প্রধান সমস্যার মধ্যে একটি সমস্যা হলো বিভিন্ন নেতাকর্মীরা ক্ষমতা দেখিয়ে থানাকে ব্যবহার করে সাধারণ মানুষ কে হয়রানি করা হয়। আশা করি বিষয়টি দৃষ্টিগোচর হবে। ধন্যবাদ আপনাকে বাংলাদেশের প্রধানমন্ত্রী হওয়ায়।,মাননীয় প্রধানমন্ত্রী এদেশের প্রধান সমস্যার মধ্যে একটি সমস্যা হলো বিভিন্ন নেতাকর্মীরা ক্ষমতা দেখিয়ে থানাকে ব্যবহার করে সাধারণ মানুষ কে হয়রানি করা হয় আশা করি বিষয়টি দৃষ্টিগোচর হবে ধন্যবাদ আপনাকে বাংলাদেশের প্রধানমন্ত্রী হওয়ায়,positive,0.8189911025317319,1.0,model_autofill,0.0,0.0,0.0,1.0,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 1.0, ""sarcastic_negative"": 0.0}"
3 After Forming Government,1573,"রংপুর ৪ এ এমদাদুল হক ভরসা ভাই কে কি করবেন আপনারা বলেন, অনি তো এমপিতে পাশ তাহলে, অনাকে দেয়া হলো না",রংপুর এ এমদাদুল হক ভরসা ভাই কে কি করবেন আপনারা বলেন অনি তো এমপিতে পাশ তাহলে অনাকে দেয়া হলো না,sarcastic_negative,0.5372019699773751,-1.0,model_autofill,0.0,1.0,0.0,0.0,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
3 After Forming Government,1574,Thanks Honourable PMOB.,thanks honourable pmob,sarcastic_negative,0.5327844921413638,-1.0,model_autofill,0.0,1.0,0.0,0.0,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
3 After Forming Government,1575,https://www.facebook.com/share/g/14RH7ijCMfU/,,neutral,0.8894254880317428,0.0,model_autofill,0.0,0.0,1.0,0.0,"{""negative"": 0.0, ""neutral"": 1.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
3 After Forming Government,1576,এমপিওভুক্ত সবাই কে প্রশাসনিক পদে আবেদন করার সুযোগ দেওয়া হউক,এমপিওভুক্ত সবাই কে প্রশাসনিক পদে আবেদন করার সুযোগ দেওয়া হউক,negative,0.372533519742957,-1.0,auto_second_pass_kept,1.0,0.0,0.0,0.0,"{""negative"": 1.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
3 After Forming Government,1577,Sadia Islam,sadia islam,sarcastic_negative,0.3963499541362027,-1.0,auto_second_pass_kept,0.0,1.0,0.0,0.0,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
3 After Forming Government,1578,এই নামে হাজার হাজার আইডি,এই নামে হাজার হাজার আইডি,negative,0.833963500296054,-1.0,model_autofill,1.0,0.0,0.0,0.0,"{""negative"": 1.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
3 After Forming Government,1579,ওয়েলকাম।,ওয়েলকাম,sarcastic_negative,0.4132203943346574,-1.0,model_autofill,0.0,1.0,0.0,0.0,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
3 After Forming Government,1580,thanks,thanks,sarcastic_negative,0.5435241426596991,-1.0,model_autofill,0.0,1.0,0.0,0.0,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
3 After Forming Government,1581,https://www.facebook.com/bdpmofince,,neutral,0.8648018914092611,0.0,model_autofill,0.0,0.0,1.0,0.0,"{""negative"": 0.0, ""neutral"": 1.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
3 After Forming Government,1582,আসসালামু আলাইকুম প্রিয় লিডার আপনার নিরাপত্তা ১০০% ঠিক রাখবেন সবসময়। আপনার দিকে তাকিয়ে আছে ১৮ কোটি মানুষ। আল্লাহ আপনার সহায় হউক।,আসসালামু আলাইকুম প্রিয় লিডার আপনার নিরাপত্তা ঠিক রাখবেন সবসময় আপনার দিকে তাকিয়ে আছে কোটি মানুষ আল্লাহ আপনার সহায় হউক,sarcastic_negative,0.4178670778391857,-1.0,model_autofill,0.0,1.0,0.0,0.0,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
3 After Forming Government,1583,"অলরেডি সেম নামে অনেকগুলি আইডি খোলা হয়েছে,, আলহামদুলিল্লাহ বাংলাদেশ বলে একটা কথা।",অলরেডি সেম নামে অনেকগুলি আইডি খোলা হয়েছে আলহামদুলিল্লাহ বাংলাদেশ বলে একটা কথা,positive,0.8808041237976996,1.0,model_autofill,0.0,0.0,0.0,1.0,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 1.0, ""sarcastic_negative"": 0.0}"
3 After Forming Government,1584,"এখানে নতুন কিছু বের হবে আর সেটার ফ্যাক তৈরি হবে না আবার নকল তৈরি হবে না , এটা কিছুতেই হতে পারে না।।",এখানে নতুন কিছু বের হবে আর সেটার ফ্যাক তৈরি হবে না আবার নকল তৈরি হবে না এটা কিছুতেই হতে পারে না,neutral,0.8619046747178488,0.0,model_autofill,0.0,0.0,1.0,0.0,"{""negative"": 0.0, ""neutral"": 1.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
3 After Forming Government,1585,"দয়া করে এর মধ্যে কোনটা দিতে হবে না, জানাবেন, সরকারি নির্দেশনা মোতাবেক!",দয়া করে এর মধ্যে কোনটা দিতে হবে না জানাবেন সরকারি নির্দেশনা মোতাবেক,neutral,0.5881834776191281,0.0,model_autofill,0.0,0.0,1.0,0.0,"{""negative"": 0.0, ""neutral"": 1.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
3 After Forming Government,1586,https://www.facebook.com/share/v/1ZN1nAmtWj/,,neutral,0.8894254880317428,0.0,model_autofill,0.0,0.0,1.0,0.0,"{""negative"": 0.0, ""neutral"": 1.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
3 After Forming Government,1587,ইতিমধ্যে অনেক গুলো ফেক পেইজ ও খোলা হয়েছে। আরজিনার পেইজ PMO Bangladesh - প্রধানমন্ত্রীর কার্যালয়,ইতিমধ্যে অনেক গুলো ফেক পেইজ ও খোলা হয়েছে আরজিনার পেইজ pmo bangladesh প্রধানমন্ত্রীর কার্যালয়,negative,0.3147502651030442,-1.0,auto_second_pass_kept,1.0,0.0,0.0,0.0,"{""negative"": 1.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
3 After Forming Government,1588,ওরজিনাল পেইজ https://www.facebook.com/share/1FHZYXCpvY/,ওরজিনাল পেইজ,neutral,0.8607125208451216,0.0,model_autofill,0.0,0.0,1.0,0.0,"{""negative"": 0.0, ""neutral"": 1.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
3 After Forming Government,1589,https://www.facebook.com/share/1BsLWHEttL/,,neutral,0.8894254880317428,0.0,model_autofill,0.0,0.0,1.0,0.0,"{""negative"": 0.0, ""neutral"": 1.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
